158.5,185.09545278549194,3,0.44155844155844154,0.05813633253402719,Triangle
197.5,87.35533821582794,4,0.3783783783783784,0.3252355909579261,Rectangle
115.5,95.55634891986847,3,0.10869565217391304,0.15895447283695827,Triangle
278.0,186.56854152679443,3,4.0,0.10036396883798304,Triangle
239.5,268.0071396827698,4,0.56,0.04190083274343961,Rectangle
176.5,187.58073389530182,4,0.8666666666666667,0.06303447098837826,Square
1076.0,464.61731123924255,4,3.63265306122449,0.06263705941287621,Rectangle
269.5,231.09545278549194,3,9.9,0.06341410004571199,Triangle
151.5,102.5269113779068,4,0.23404255319148937,0.18111180044722405,Rectangle
290.5,176.7523066997528,3,1.3111111111111111,0.11684922068382725,Triangle
476.0,260.1076452732086,4,2.255813953488372,0.0884118710880553,Rectangle
222.0,150.50966608524323,4,1.2162162162162162,0.12314989729837629,Square
108.5,86.38477599620819,4,4.444444444444445,0.18271120395962406,Rectangle
193.0,127.5979790687561,3,3.6,0.14896340165891178,Triangle
650.0,392.3330409526825,4,2.4166666666666665,0.05306564553509599,Rectangle
722.5,407.60511910915375,4,2.610169491525424,0.054647268140902934,Rectangle
414.5,261.78174459934235,4,5.2272727272727275,0.07600736618677417,Rectangle
428.5,274.2914105653763,3,1.546875,0.07157086638618004,Triangle
781.0,446.2741656303406,4,2.4477611940298507,0.04927849146198008,Rectangle
438.0,248.3675309419632,3,4.739130434782608,0.08922659799019514,Triangle
469.0,112.56854164600372,4,0.9142857142857143,0.46510245004788425,Square
767.5,121.69848430156708,4,1.206896551724138,0.6512052745192743,Square
1239.0,152.42640614509583,4,0.8571428571428571,0.670132607040241,Square
459.0,315.362478017807,3,1.435897435897436,0.057996596847337024,Triangle
816.5,479.00208735466003,4,2.189873417721519,0.0447189132833937,Rectangle
332.5,193.78174459934235,4,3.857142857142857,0.11126941139056536,Rectangle
794.5,118.87005722522736,4,1.0,0.7065759026643946,Square
242.5,77.35533833503723,4,0.92,0.5092617135497346,Square
1083.5,129.1543276309967,8,1.0,0.8162456014438315,Circle
1682.5,181.8406196832657,4,0.9038461538461539,0.6394154583657428,Square
1844.5,164.61017167568207,9,0.9607843137254902,0.8554117035524366,Circle
806.0,123.4558436870575,4,0.96875,0.6645407271411122,Square
711.5,117.49747371673584,4,1.088235294117647,0.6476311215141152,Square
707.0,113.4558436870575,4,1.1071428571428572,0.6902009273146931,Square
465.5,109.98275518417358,4,0.8611111111111112,0.4835933935994268,Square
927.0,133.7401144504547,4,1.105263157894737,0.6512777136621232,Square
772.0,120.28427076339722,4,1.1724137931034482,0.6705165243966397,Square
1236.5,146.87005722522736,4,0.8571428571428571,0.7203398756313963,Square
3281.5,219.37972342967987,8,0.8243243243243243,0.8568194240031735,Circle
